ulasan_st,label
"['udah', 'habis', 'pack', 'tanda', 'haid']",negatif
"['udh', 'abis', 'bungkus', 'nihil', 'kak']",negatif
"['mantul', 'haid', 'minum', 'pil', 'langsung', 'haid']",positif
"['manjur', 'huhu', 'udah', 'minum', 'habis']",negatif
"['minum', 'habis', 'bungkus', 'sampe', 'haid', 'sedih']",negatif
"['lancar', 'haid', 'atur']",positif
"['kualitas', 'produk', 'produk', 'original', 'harga', 'produk', 'cepat', 'kirim', 'respon', 'jual']",positif
"['telat', 'minggu', 'khasiat']",negatif
"['khasiat', 'kecewa']",negatif
"['kirim', 'cepat', 'respon', 'penjula', 'produk', 'original', 'thankyou', 'seller']",positif
"['manjurmantul', 'banget', 'jamu', 'langgan']",positif
"['khasiat', 'ngefek', 'dah', 'kecewa', 'banget']",negatif
['lancar'],positif
"['alhamdulillah', 'bungkus', 'udh', 'makasih', 'kak', 'manjur']",positif
"['alhamdulillah', 'hari', 'minum', 'langsung', 'haid', 'lancar', 'udah', 'telat', 'minggu']",positif
"['manjur', 'banget', 'jamu', 'toppp', 'banget']",positif
"['coba', 'minggu', 'manjur', 'sip', 'pokok', 'deh']",positif
"['minum', 'habis']",negatif
"['udah', 'minum', 'hbs', 'blm', 'menstruasi', 'yaasaya', 'udah']",negatif
"['obat', 'dah', 'abis', 'haid', 'obat', 'fungsi']",negatif
"['kapsul', 'udh', 'habis', 'kak', 'sisa', 'tablet', 'habis', 'reaksi', 'head', 'lancar', 'ko', 'reaksi', 'kak', 'gitu']",negatif
"['bukti', 'rekayasa', 'terima', 'kasih', 'gan', 'kwalitas', 'produk', 'x', 'order', 'manjur', 'banget']",positif
"['tgl', 'mar', 'malam', 'minum', 'rutin', 'kapsul', 'pagi', 'kasul', 'malam', 'tanggal', 'mar', 'malam', 'mens', 'recommended', 'product']",positif
"['maaf', 'kasih', 'ulusan', 'jamu', 'mujarab', 'suka', 'krna', 'sy', 'cocok', 'jamu', 'makasih', 'kak']",positif
"['udah', 'minum', 'bungkus', 'tatap', 'hasil']",negatif
"['gatau', 'benr', 'ngefek', 'tubuh', 'orgga', 'prnh', 'beli', 'krna', 'haid', 'gt', 'ps', 'minum', 'abis', 'bru', 'dapet', 'dlem', 'minggu', 'lebh', 'trs', 'sen', 'lg', 'skrg', 'bru', 'mnm', 'smlm', 'skrg', 'paginy', 'dateng']",positif
"['puas', 'belanja', 'toko', 'cocok', 'jamu', 'kasih', 'free', 'sari', 'rapet', 'makasih', 'seller']",positif
"['reaksi', 'udah', 'tinggal', 'kapsul', 'minum']",negatif
"['barang', 'hr', 'kamis', 'sore', 'jam', 'lagsung', 'minum', 'kapsuldan', 'alhamdulillah', 'jumat', 'jam', 'siang', 'dapet', 'mens', 'deh', 'manjur', 'bangt', 'jamu', 'recomended', 'banget']",positif
"['sorry', 'kasih', 'ulas', 'obat', 'mantull', 'pokok', 'mah', 'kali', 'minum', 'esok', 'langsung', 'dapet', 'head', 'mantap']",positif
"['minum', 'kapsul', 'langsung', 'mens', 'bnr', 'mujarab', 'ampuh', 'kak', 'nemu', 'obat', 'ampuh', 'pake', 'obat', 'pelancar', 'hed', 'ampuh', 'mh', 'doang', 'udh', 'ampuh', 'good', 'mksh', 'lazada', 'seller']",positif
"['maaf', 'kasih', 'ulas', 'pas', 'langsung', 'minum', 'sesuai', 'atur', 'k', 'lsg', 'siang', 'terusin', 'minum', 'obat', 'badan', 'enak', 'dkit', 'pinggang', 'hilang', 'mantap', 'pkonya']",positif
"['pesan', 'x', 'mujarab', 'sip', 'pokok', 'privasi', 'jaga']",positif
"['kecewa', 'banget', 'jamu', 'reaksi', 'sedih']",negatif
"['obat', 'udah', 'sisa', 'blm', 'dapet']",negatif
"['bener', 'manjur', 'minum', 'langsung', 'dapet']",positif
"['udah', 'minum', 'kali', 'blum', 'reaksi']",negatif
"['kali', 'beli', 'tonersecinta', 'produk', 'bener', 'wajah', 'cerah', 'bekas', 'jerawat', 'udah', 'pudar']",positif
"['maaf', 'ngasih', 'ulas', 'sy', 'ken', 'kasiatnya', 'ngga', 'jagada', 'reaksi']",negatif
"['jamu', 'mantul', 'malam', 'minum', 'pagi', 'minum', 'kali', 'minum', 'siang', 'langsung', 'haid', 'udah', 'telat', 'minggu']",positif
"['barang', 'dtg', 'minum', 'tpi', 'blm', 'hasil']",negatif
"['mantappp', 'udh', 'talat', 'minggu', 'mnum', 'dngn', 'tratur', 'bgitu', 'abis', 'langsung', 'keluarpokokke', 'mantul', 'dweh']",positif
"['blum', 'coba', 'smoga', 'ja', 'ccok', 'tpi', 'aq', 'udah', 'bli', 'x', 'haed', 'mas', 'kurir']",positif
"['gilaa', 'parah', 'obat', 'gua', 'blm', 'dapet', 'dapet', 'bln', 'an', 'trus', 'gua', 'minum', 'obat', 'pagi', 'jam', 'jam', 'gue', 'udh', 'nge', 'flek', 'trus', 'jam', 'gua', 'udah', 'darah', 'dapet', 'bgt', 'makasih', 'bgt', 'bgt', 'bgt', 'pokok', 'ngerti', 'gue', 'pokok', 'makasih', 'bgt']",positif
"['obat', 'yh', 'lalusudah', 'minum', 'jugatapi', 'reaksi', 'sekalisisa', 'obat', 'tingal', 'kali', 'minum', 'lagiapa', 'menunggi', 'obat', 'habis', 'reaksinyapadahal', 'minum', 'sesuai', 'anjur', 'xsehari', 'capsulblom', 'reaksiudah', 'telat', 'mens']",negatif
"['emas', 'super', 'keren', 'bener', 'bener', 'jaga', 'privasi', 'alhamdulillah', 'dah', 'haid', 'minum', 'tengkyu', 'lazada']",positif
"['mantuultelat', 'haid', 'minum', 'obat', 'rutin', 'ampe', 'abis']",positif
"['mujarap', 'jamu', 'minum', 'malam', 'siang', 'langsung', 'dapet', 'maksih', 'sis']",positif
"['kecewa', 'udh', 'abiss', 'nggk', 'haid', 'jga', 'sya', 'mh', 'udh', 'ngarep', 'ajh', 'minum', 'lngsung', 'haid', 'ehh', 'nyatanyhh', 'blum', 'haid', 'jga', 'udh', 'abis', 'lgi', 'kcewa', 'bnerr']",negatif
"['manjur', 'atur', 'habis', 'bungkus', 'langsung', 'haid']",positif
"['brng', 'haid', 'beres', 'maksih', 'seler', 'bnget']",positif
"['bagus', 'abis', 'kotak', 'udah', 'dpt', 'haid', 'udah', 'telat']",positif
"['udah', 'konsumsi', 'tanda']",negatif
"['udah', 'haid', 'x', 'minum', 'langsung', 'haid']",positif
"['muas', 'seger', 'jamu']",positif
"['udah', 'minumudah', 'kapsul', 'habisnyablm', 'ubah']",negatif
"['jamuny', 'x', 'minum', 'mens', 'ajah', 'mantapp']",positif
"['udah', 'minum', 'tp', 'kak']",negatif
"['habis', 'dus', 'blm', 'jg']",negatif
"['jamu', 'mujarab', 'bangetbaru', 'kali', 'minum', 'obat', 'langsung', 'dateng', 'udah', 'beli', 'ngga', 'lancar']",positif
"['kemarin', 'siang', 'sampe', 'barang', 'eh', 'malam', 'dipake', 'pas', 'tidur', 'pagi', 'lgsg', 'menstruasi', 'maksih', 'yaaaa', 'obat', 'mujarab']",positif
"['mantap', 'jamain', 'lancar', 'banget', 'haid']",positif
"['bener', 'ampuh', 'banget', 'langsung', 'dapet', 'haid', 'dapet', 'haid']",positif
"['udh', 'abis', 'tpi', 'blom', 'dpet', 'haid']",negatif
"['ubah', 'manjur']",negatif
"['gada', 'kembang', 'obat', 'habis', 'tp', 'jg', 'bulan']",negatif
"['telat', 'minum', 'obat', 'x', 'lngsung', 'haid', 'mantap']",positif
"['udh', 'minum', 'ok', 'gah', 'reaksisi', 'obat', 'udh', 'abis']",negatif
"['udh', 'habis', 'tgal', 'x', 'minum', 'gk', 'reaksi', 'sma', 'sekli']",negatif
"['ampuhbaru', 'minum', 'x', 'langsung', 'haid']",positif
"['g', 'ad', 'reaksi', 'nyag', 'haid', 'jg', 'smpe', 'hbs', 'obat', 'blm', 'haid', 'jg']",negatif
"['baguss', 'kewa']",positif
"['manjur', 'bangetmakasih']",positif
['manjur'],positif
"['mantap', 'jamu', 'maduranya', 'minum', 'langsung', 'haid', 'thanks']",positif
"['puas', 'minum', 'kapsul', 'langsung', 'haid', 'makasih', 'lazada', 'moga', 'amanah']",positif
"['minum', 'rutin', 'langsung', 'hasil', 'obat', 'bagus']",positif
"['mantap', 'kli', 'minum', 'udh', 'haidmakasih']",positif
"['langsung', 'kluar', 'ka', 'oke', 'banget', 'obat']",positif
"['obat', 'udah', 'abis', 'tpi', 'gk', 'reaksi']",negatif
"['mantapp', 'minum', 'kali', 'udah', 'lancar']",positif
"['jamu', 'bagus', 'banget']",positif
"['alhamdulillah', 'siang', 'paket', 'lngsung', 'minum', 'alhamdulillah', 'sore', 'haid']",positif
"['gada', 'khasiat', 'dah', 'abis', 'bungkus', 'konsumsi', 'hari']",negatif
"['minum', 'obat', 'darah', 'pas', 'mimum', 'obat', 'langsung', 'darah', 'banget', 'mantaaap', 'puas', 'ko', 'efek', 'samping', 'lemes', 'sakit']",positif
"['jamu', 'udah', 'habis', 'tp', 'reaksi']",negatif
"['kapsul', 'tpi', 'bom', 'mens']",negatif
"['ngelancarin', 'haid', 'bohong', 'mba', 'suka', 'bohong', 'mba', 'dosa']",negatif
"['dah', 'x', 'pemesanantp', 'g', 'reaksi']",negatif
"['asli', 'obat', 'mujarab', 'bngt', 'minum', 'pil', 'jam', 'sore', 'td', 'pas', 'skrg', 'lngsng', 'mens', 'thxx', 'yaa']",positif
"['reaksi', 'habis', 'box']",negatif
"['dah', 'minum', 'bungkusko', 'blom', 'mens', 'dah', 'beli', 'bungkusgimana']",negatif
"['jamu', 'mujarab']",positif
"['matep', 'minum', 'langsung', 'haid']",positif
"['brang', 'udh', 'nyampek', 'mksih', 'lasada']",positif
"['alhamdulilah', 'minum', 'langsung', 'haid', 'obat', 'kemas', 'bagus', 'rapi', 'kurir', 'ramah', 'terima', 'kasih', 'lazada']",positif
"['konsumsi', 'kalitapi', 'blom', 'mens']",negatif
"['uda', 'ku', 'minum', 'kali', 'bkm']",negatif
"['sempet', 'kasih', 'ulas', 'bintang', 'dah', 'poko', 'baguss', 'sempet', 'mempan', 'sampe', 'obat', 'habis', 'haid', 'eh', 'obat', 'habis', 'alhamdulillah', 'haid', 'udah', 'telat', 'minggu']",positif
"['kecewa', 'blm', 'hasil', 'blm', 'reaksi']",negatif
"['pesan', 'dah', 'sampaitapi', 'knp', 'udah', 'minum', 'mens']",negatif
"['blm', 'bln', 'dah', 'habis']",negatif
"['obat', 'manjur', 'udh', 'abis', 'smua', 'minum', 'haid']",positif
"['gk', 'efek', 'habis', 'bungkis']",negatif
"['jamu', 'udah', 'habis', 'reaksi']",negatif
"['udh', 'minum', 'sesuai', 'aturantpi', 'hasil']",negatif
"['hasil', 'pdhl', 'uda', 'minum']",negatif
"['obat', 'ampuh', 'bgt', 'top', 'banget']",positif
"['paket', 'udah', 'kak', 'tpi', 'ko', 'gk', 'reaksi', 'yaa']",negatif
"['bagus', 'lambat', 'haidterbukti', 'khasiat']",positif
"['trima', 'kasih', 'udh', 'dtng', 'paket', 'moga', 'bener', 'mujarab']",positif
"['udh', 'abis', 'tp', 'blm', 'reaksi']",negatif
"['blom', 'respon']",negatif
"['barang', 'dah', 'hbs', 'tp', 'lom', 'haid', 'ng']",negatif
"['kasih', 'ulas', 'udh', 'pake', 'kirain', 'manjur', 'pagi', 'haid', 'karna', 'udh', 'minggu', 'haid', 'tengkyuuu']",positif
"['ngaruh', 'sekali', 'udh', 'habis', 'kluar', 'haid']",negatif
"['kak', 'obta', 'padahla', 'dah', 'minum']",negatif
"['obat', 'manjur', 'minum', 'x', 'langsung', 'makasih', 'seller']",positif
"['da', 'reaksi', 'jancok']",negatif
"['jamumyanudah', 'datngtpi', 'sampe', 'blum', 'haid', 'jgahee']",negatif
"['udah', 'habis', 'paket', 'dapet', 'haid']",negatif
"['cuman', 'sakit', 'perut', 'mujarab']",negatif
"['ko', 'dah', 'abis', 'bungkus', 'blom', 'kluar', 'haid', 'yach']",negatif
"['nggak', 'ngaruh']",negatif
"['alhamdulilah', 'akhirny', 'dtg', 'bln', 'jg', 'mksh', 'jg', 'selerny', 'ats', 'atur', 'dtg', 'bln', 'minggu', 'suruh', 'mnum', 'aq', 'ikutin', 'aturany', 'sukses', 'trs']",positif
"['minum', 'habis', 'blm', 'manjur']",negatif
"['obat', 'dah', 'abis', 'haid', 'emng', 'cocok', 'dia', 'emng', 'obat', 'fungsi']",negatif
"['bukti', 'rekayasa', 'terima', 'kasih', 'gan', 'kwalitas', 'produk', 'x', 'order', 'kirim', 'cepat', 'privasi', 'jaga']",positif
"['tgl', 'mar', 'malam', 'minum', 'rutin', 'kapsul', 'pagi', 'kasul', 'malam', 'tanggal', 'mar', 'malam', 'mens', 'recommended', 'product']",positif
"['udah', 'minum', 'yng', 'bungkus', 'hasil']",negatif
"['barang', 'hr', 'kamis', 'sore', 'jam', 'lgsung', 'ak', 'minum', 'kapsuldan', 'alhamdulillah', 'jumat', 'jm', 'siang', 'dpt', 'mens', 'deh', 'manjur', 'bangt', 'jamu', 'recomended', 'banget']",positif
"['minum', 'kapsul', 'langsung', 'mens', 'bnr', 'mujarab', 'ampuh', 'kak', 'nemu', 'obat', 'ampuh', 'pake', 'obat', 'pelancar', 'hed', 'ampuh', 'mh', 'doang', 'udh', 'ampuh', 'good', 'mksh', 'lazada', 'seller']",positif
"['maaf', 'kasih', 'ulas', 'pas', 'dtg', 'lsg', 'minum', 'sesuai', 'atur', 'k', 'lsg', 'siang', 'terusin', 'minum', 'obat', 'badan', 'enak', 'dkit', 'pinggang', 'hilang', 'mantap', 'pkonya']",positif
"['mujabrab', 'banget', 'jamu', 'sip', 'pokok']",positif
"['obat', 'udah', 'sisa', 'blm', 'dapet']",negatif
"['bener', 'manjur', 'minum', 'langsung', 'dapet']",positif
"['jamu', 'mantul', 'malam', 'minum', 'pagi', 'minum', 'kali', 'minum', 'siang', 'langsung', 'haid', 'udah', 'telat', 'minggu']",positif
"['barang', 'dtg', 'minum', 'tpi', 'blm', 'hasil']",negatif
"['jamu', 'sang', 'manjur', 'minum', 'kali', 'langsung', 'bua', 'top', 'banget', 'jamu']",positif
"['mantappp', 'udh', 'talat', 'minggu', 'mnum', 'dngn', 'tratur', 'bgitu', 'abis', 'langsung', 'keluarpokokke', 'mantul', 'dweh']",positif
"['mantuultelat', 'haid', 'minum', 'obtnys', 'rutin', 'sampe', 'abis']",positif
"['mujarap', 'jamu', 'minum', 'malam', 'siang', 'langsung', 'dapet', 'maksih', 'sis']",positif
"['kecewa', 'udh', 'abiss', 'nggk', 'haid', 'jga', 'sya', 'mh', 'udh', 'ngarep', 'ajh', 'minum', 'lngsung', 'haid', 'ehh', 'nyatanyhh', 'blum', 'haid', 'jga', 'udh', 'abis', 'lgi', 'kcewa', 'bnerr']",negatif
"['udh', 'minum', 'abs', 'tp', 'g', 'ad', 'hslnya', 'ttp', 'bgni', 'blm', 'dpt', 'jg']",negatif
"['manjur', 'bln', 'gk', 'atur', 'hbis', 'bungkus', 'lgsung', 'haid']",positif
"['bagus', 'abis', 'kotak', 'udh', 'dpt', 'haid', 'udah', 'telat']",positif
"['habis', 'gakada', 'reaksi']",negatif
"['udah', 'haid', 'x', 'minum', 'langsung', 'haid']",positif
"['muas', 'jamu']",positif
"['haid', 'lancar', 'sma', 'sakit', 'prduk', 'cocok']",positif
"['terima', 'kasi', 'jamu', 'manjur']",positif
"['maaf', 'bru', 'ngsih', 'ulas', 'soalbya', 'liat', 'hasiatnya', 'tp', 'mantap', 'telat', 'bln', 'cmn', 'habis', 'dus', 'lngs', 'dapet', 'menstruasi', 'alhmdulilahh', 'yes', 'sisa', 'dus', 'lgi']",positif
"['alhamdulillah', 'cocok', 'minum']",positif
"['jamu', 'mujarab', 'bangetbaru', 'kali', 'minum', 'obat', 'langsung', 'dateng', 'udah', 'beli', 'ngga', 'lancar']",positif
"['kemarin', 'siang', 'sampe', 'barang', 'eh', 'malam', 'dipake', 'pas', 'tidur', 'pagi', 'lgsg', 'menstruasi', 'maksih', 'yaaaa', 'obat', 'mujarab']",positif
"['bener', 'ampuh', 'banget', 'langsung', 'dapet', 'haid', 'dapet', 'haid']",positif
"['udh', 'abis', 'tpi', 'blom', 'dpet', 'haid']",negatif
"['gada', 'kembang', 'obat', 'habis', 'tp', 'jg', 'bulan']",negatif
"['udh', 'minum', 'ok', 'gah', 'rekyasi', 'obat', 'udh', 'abis']",negatif
"['udh', 'hbis', 'tgal', 'x', 'minum', 'gk', 'reaksi', 'sma', 'sekli']",negatif
"['ampuhbaru', 'minum', 'x', 'langsung', 'haidmantap']",positif
"['reaksi', 'nyagak', 'haid', 'sampe', 'habis', 'obat', 'haid']",negatif
"['baguss', 'kecewa', 'pokok', 'jamin', 'cocok']",positif
"['manjur', 'bangetmakasih']",positif
"['jamu', 'mantab', 'minum', 'pil', 'udh', 'langsung', 'ngefek', 'gitu', 'telat', 'dapet', 'udah', 'minggu', 'badan', 'rsany', 'enak', 'lega']",positif
"['jamu', 'oke', 'banget', 'cocok']",positif
"['manjur', 'jamu', 'sip']",positif
"['mantap', 'jamu', 'maduranya', 'minum', 'langsung', 'haid', 'thanks']",positif
"['puas', 'minum', 'kapsul', 'langsung', 'haid']",positif
"['minum', 'ruting', 'langsung', 'hasil', 'obat', 'bagus']",positif
"['mantap', 'kli', 'minum', 'udh', 'haidmakasih']",positif
"['langsung', 'kluar', 'ka', 'oke', 'banget', 'obat']",positif
"['obat', 'udah', 'abis', 'tpi', 'gk', 'reaksi']",negatif
"['jamu', 'bagus', 'banget', 'lancar', 'haid']",positif
"['alhamdulillah', 'siang', 'paket', 'lngsung', 'minum', 'alhamdulillah', 'sore', 'haid']",positif
"['khasiat', 'dah', 'abis', 'bungkus', 'konsumsi', 'hari']",negatif
"['minum', 'obat', 'darah', 'pas', 'mimum', 'obat', 'langsung', 'darah', 'banget', 'mantaaap', 'puas']",positif
"['jamu', 'udah', 'habis', 'tp', 'reaksi']",negatif
"['manjur', 'mantap', 'jamu', 'top']",positif
"['jamu', 'oke', 'banget', 'haid', 'lancar', 'banget']",positif
"['paket', 'terimakasih', 'jamu', 'gokil', 'banget', 'telat', 'langsung', 'lancar']",positif
"['kapsul', 'tpi', 'bom', 'mens']",negatif
"['ngelancarin', 'haid', 'bohong', 'mba', 'jngn', 'suka', 'bhng', 'mba', 'dosa']",negatif
"['cepet', 'haid', 'ok', 'jamu']",positif
"['barang', 'udah', 'sampe', 'bner', 'privasiin', 'jamu', 'bener', 'top', 'banget']",positif
"['maaf', 'kasih', 'ulas', 'neng', 'packing', 'rapi', 'privasi', 'jamu', 'cocok', 'suka', 'bangetkurirnya', 'sopanthx']",positif
"['ubah', 'mules']",negatif
"['dah', 'x', 'pemesanantp', 'g', 'reaksi']",negatif
"['asli', 'obat', 'mujarab', 'bngt', 'minum', 'pil', 'jam', 'sore', 'td', 'pas', 'skrg', 'lngsng', 'mens', 'thxx', 'yaa']",positif
"['jamu', 'mujarab']",positif
"['matep', 'minum', 'langsung', 'haid']",positif
"['uda', 'ku', 'minum', 'kali']",negatif
"['obat', 'habis', 'alhamdulillah', 'haid', 'udah', 'telat', 'minggu']",positif
"['kecewa', 'blm', 'hasil', 'blm', 'reaksi']",negatif
"['obat', 'manjur', 'udh', 'abis', 'smua', 'kinum', 'haid']",positif
"['jamu', 'udah', 'habis', 'reaksi']",negatif
"['udah', 'minum', 'sesuai', 'aturantpi', 'hasil']",negatif
"['ngaruh', 'sekali', 'udh', 'habis', 'kluar', 'hed']",negatif
"['mantap', 'ni', 'jamu', 'langsung', 'telat', 'aman', 'deh', 'gua', 'wk']",positif
"['ngefek', 'jamu', 'jamu']",negatif
"['obat', 'manjur', 'minum', 'x', 'langsung', 'makasih', 'seller']",positif
"['da', 'reaksi', 'sm', 'parah', 'banget']",negatif
"['cuman', 'sakit', 'perut', 'mujarap']",negatif
"['kak', 'minum', 'x', 'haidterus', 'mual']",negatif
"['makasih', 'lazada', 'xminum', 'malampagi', 'malam']",positif
"['top', 'cer', 'kapsul', 'kali', 'pakai', 'langsung']",positif
"['habis', 'pack', 'blm', 'haid']",negatif
"['bagus', 'jamu', 'minum', 'x', 'hari', 'kapsul', 'bsokannya', 'haid', 'udah', 'haid', 'thx', 'jamu', 'the', 'best', 'udah', 'dapet', 'haid', 'lega']",positif
"['nggak', 'hasil']",negatif
"['tetep', 'gada', 'hasil', 'minum', 'jamu']",negatif
"['bukti', 'pas', 'habis', 'paket']",positif
"['benermanjur', 'minum', 'x', 'lngsng']",positif
"['manjur', 'banget', 'habis', 'bungkus', 'langsung', 'dpet']",positif
"['reaksi', 'apasampai', 'obat', 'habis', 'jga']",negatif
"['udh', 'minum', 'smpe', 'habis', 'tetep', 'hasil']",negatif
"['produk', 'bagus', 'x', 'minum', 'langsung', 'lancar', 'kak', 'haid']",positif
"['jamu', 'udh', 'datg', 'kurir', 'udh', 'langgan', 'mksh', 'lazada', 'jamu', 'manjur']",positif
"['manjur', 'bgt', 'telat', 'bulan', 'testpack', 'negative', 'pas', 'minum', 'bru', 'hr', 'lngsung', 'kluar', 'haid', 'mksh']",positif
"['udh', 'minum', 'obat', 'udah', 'abis', 'lgi']",negatif
"['udah', 'minum', 'x', 'dapet']",negatif
"['makas', 'jamu', 'mujarab', 'udh', 'sampe', 'bangkuril', 'ramahtapi', 'taya', 'minum', 'minum', 'kapsul', 'kapsul', 'mkch']",positif
"['mbakok', 'mnum', 'obat', 'pngen', 'mual']",negatif
"['habis', 'obat', 'tpi', 'mens']",negatif
"['gimana', 'obat', 'udah', 'habis', 'ko', 'men']",negatif
"['udah', 'kali', 'minum', 'ko', 'reaksi']",negatif
"['sumpahhhh', 'gk', 'boong', 'jamu', 'emg', 'mujarab', 'bgt', 'telat', 'haid', 'abis', 'kemas', 'langsung', 'kluar', 'bnyak', 'bgt']",positif
"['blm', 'hasil', 'tinggal', 'kapsul']",negatif
"['bagus', 'reaksi', 'dah', 'minum', 'habis']",negatif
"['udh', 'abis', 'bln', 'haid', 'mules']",negatif
"['barang', 'udah', 'nyampe', 'alhamdulillah', 'minum', 'jamu', 'kluar', 'jg', 'mens', 'nyatrimakasih', 'bwt', 'seller', 'nyasangat', 'bantu']",positif
"['gk', 'aksi', 'jamu', 'dah', 'habis', 'tespack', 'negatif', 'dengan']",negatif
"['alhamdulillah', 'dah', 'mantap', 'banget', 'jamu']",positif
"['minum', 'nie', 'blm', 'ubah', 'kapsul', 'tnggal', 'x', 'mnm', 'lg']",negatif
"['udah', 'habis', 'dus', 'tpi', 'ko', 'gk', 'haid']",negatif
"['alhamdulillah', 'manjur', 'x', 'minum', 'langsung', 'haid']",positif
"['jamu', 'ngaruh']",negatif
"['jamu', 'oke', 'mantap', 'oke', 'pokok']",positif
"['gk', 'efek', 'telat', 'mnggu']",negatif
"['obat', 'udah', 'abis']",negatif
['kasiat'],negatif
"['minum', 'minggu', 'langsung', 'good']",positif
"['udah', 'minum', 'habis', 'hasil']",negatif
"['manjur', 'banget', 'nyesel', 'deh']",positif
"['minum', 'ngefek', 'sedih']",negatif
"['jamu', 'manjur', 'hbs', 'bungkus', 'mens']",positif
"['jamu', 'khasiat', 'next', 'order', 'rim', 'kasih']",positif
"['x', 'minum', 'malem', 'pagi', 'bemmafaat']",positif
"['reaksi', 'jamu', 'habis', 'bungkus']",negatif
"['kemarin', 'ak', 'minum', 'trus', 'pagi', 'eh', 'sore', 'haid', 'gabisa', 'mens', 'th', 'kb', 'suntik', 'bln', 'suntik', 'terahir', 'bln', 'desember', 'kmrn', 'skrg', 'bru', 'haid', 'aduh', 'senangnyaaa', 'dehh', 'produk', 'kurir', 'jg', 'ganteng']",positif
"['hasil', 'jamu', 'udah', 'habis']",negatif
"['mnum', 'udah', 'kaluar', 'haidnyamakasih', 'banget', 'lazada']",positif
"['kasih', 'ulas', 'karna', 'minum', 'obat', 'dlu', 'ampe', 'abisternyata', 'ngaruh', 'reaksi']",negatif
"['khasiat', 'mantul', 'banget']",positif
"['udah', 'minum', 'kapsul', 'tp', 'haid', 'kemarin', 'haid', 'sampe', 'x', 'bln', 'udh', 'minggu']",negatif
"['reaksi', 'sedih', 'banget']",negatif
"['obat', 'udah', 'habis', 'blm', 'haid']",negatif
"['minum', 'x', 'tanda', 'tanda', 'hed', 'telat']",negatif
"['jamu', 'mujarab', 'dah', 'sampehamdulilah', 'say', 'skrang', 'dateng', 'buln', 'haid', 'makas']",positif
"['maaf', 'kasih', 'ulas', 'bener', 'ampuh', 'sabtu', 'sore', 'minum', 'malam', 'langsung', 'terima', 'kasih']",positif
"['alhmdulillah', 'paket', 'udah', 'dtang', 'sya', 'bli', 'x', 'alhmdulillah', 'ccok']",positif
"['reaksi', 'udh', 'minum', 'sampe', 'habis']",negatif
"['obat', 'mantul', 'minum', 'langsung', 'haid', 'good', 'pokok']",positif
"['reaksi', 'obat', 'bukti', 'kaka', 'stelah', 'minum', 'obat', 'langsung', 'heid']",positif
"['top', 'markotop', 'manjur', 'jamuminum', 'kapsullangsung', 'besok', 'mmaksh', 'jaga', 'privasi']",positif
"['makasih', 'kazada', 'emmg', 'jamu', 'nie', 'emmg', 'top', 'mksh', 'kullier']",positif
"['sayah', 'sen', 'udh', 'x', 'blm', 'kluar', 'jgagk', 'epek', 'mnum', 'obat', 'buang', 'air', 'trus']",negatif
"['mantulalhamdulilah', 'minum', 'xlangsung', 'haidmakasih', 'lazada']",positif
"['mnm', 'x', 'manjur', 'banget']",positif
"['minum', 'butir', 'besok', 'lamgsung', 'haid', 'gila', 'keren', 'bgt']",positif
"['udah', 'abis', 'manjur', 'obatnyaa']",negatif
"['alhamdulillah', 'ngecewain', 'maaf', 'bru', 'ksih', 'ulas', 'tpi', 'mantap', 'banget', 'mujarab', 'smoga', 'laku', 'trus']",positif
"['hmpir', 'pack', 'tnda', 'haid']",negatif
"['obat', 'habis', 'haid']",negatif
"['kecewa', 'udah', 'habis', 'obat', 'dateng']",negatif
"['pket', 'dah', 'dteng', 'dah', 'habis', 'cm', 'blm', 'reaksi', 'kecewa']",negatif
"['obat', 'udah', 'abiss', 'ko', 'mens', 'yaa', 'kecewa']",negatif
"['hasil', 'jamu', 'minum', 'sesuai', 'atur', 'ngefek']",negatif
"['udah', 'kali', 'minum']",negatif
"['obat', 'reaksi']",negatif
"['kecewa', 'minum', 'habis', 'tp', 'pengaruh', 'tetep', 'dpt', 'haid']",negatif
"['udh', 'habis', 'hasil', 'menstruasi']",negatif
"['alhamdulilah', 'make', 'langsung', 'haidmanjurr', 'bgt']",positif
"['minum', 'x', 'dlm', 'hari', 'blm', 'ubah']",negatif
"['coba', 'udah', 'manjur', 'pokok', 'mantap', 'banget', 'rekomendasi', 'banget', 'jamu']",positif
"['kemaren', 'minum', 'jamu', 'udah', 'haid', 'makas']",positif
"['bener', 'bener', 'mujarab', 'jamu']",positif
"['terimakasih', 'yaallah', 'berkat', 'minum', 'jamu', 'langsung', 'haid', 'pdhl', 'udah', 'bbrpa', 'haid', 'terimakasih']",positif
"['baguss', 'ampuh', 'obat', 'makasih']",positif
"['manjur', 'mantap', 'jamu', 'luntur', 'oke', 'bangeta']",positif
"['jamu', 'manjur', 'banget']",positif
"['minum', 'kali']",negatif
"['tanda', 'luntur']",negatif
"['udah', 'bungkus', 'gk', 'ngaruh']",negatif
"['kasih', 'ulasanmujarab', 'bgt', 'suka']",positif
"['alhamdulillah', 'obat', 'cocok', 'minum', 'x', 'malam', 'pagi', 'langsung', 'haid']",positif
"['sedih', 'obat', 'abis', 'tp', 'blm', 'ad', 'reaksi']",negatif
"['sufah', 'minum', 'hasil']",negatif
"['bagusbaru', 'minum', 'surah', 'haidnyatrimaksih', 'lazada']",positif
