ulasan,label
gilaa parah nih obat padahal gua blm dapet dapet sekitar 5 bln an trus gua minum obat ini pagi jam 6 jam 12 gue udh nge flek trus jam 4 gua udah keluar darah dapet banyak bgt makasih bgt bgt bgt lah pokoknya ga ngerti lagi gue mau bilang apa pokoknya makasih bgt 😂😂😂,positif
"obatnya sudah datang 3 hari yh lalu,sudah diminum juga,tapi kok belum ada reaksi sama sekali,sisa obatnya tingal 2 kali minum lagi,apa harus menunggi obatnya habis dulu ya baru ada reaksinya,padahal sudah minum sesuai anjuran 2xsehari 4 capsul,blom juga ada reaksi,udah telat mens 1 bulan.",negatif
"Pengemasan yg super keren , bener bener terjaga privasinya , dan Alhamdulillah aku dah haid minum 2 hari , tengkyu Lazada 😍",positif
"Mantuul,telat satu bulan akhir nya haid juga setelah minum obat nya rutin ampe abis",positif
Mujarap jamu ya baru minum malam.. Siang nya langsung dapet.. Maksih sis..,positif
Kecewa.... Masa udh mau abiss nggk haid² jga.. Sya mh udh ngarep ajh minum itu lngsung haid.. Ehh nyatanyhh blum haid² jga udh mau abis lgi... Kcewa bnerr,negatif
manjur ...2 bulan gak teratur ..habis sebungkus langsung haid..👍🏼,positif
"brng datang haid pun beres maksih seler nya baik bnget,,",positif
bagus baru abis 1 kotak udah dpt haid . udah telat 23 hari,positif
"Udah 2 hari konsumsi tidak ada tanda2,",negatif
"udah 5bulan ga haid, 8x minum langsung haid",positif
"sangat memuaskan, seger jamunya",positif
udah 2 hari minum…udah 9 kapsul habisnya...blm ada perubahan juga....,negatif
"jamuny baru 3x minum sdh mens ajah, mantapp",positif
udah minum 2 hari tp belum Dapat juga kak,negatif
habis 1 dus lebih blm keluar jg 🤦,negatif
jamu ini mujarab banget.....baru satu kali minum obat langsung Dateng bulan ....kalo tau dari dulu udah saya beli saya tiap bulan ngga lancar,positif
kemarin siang baru sampe barangnya eh malam dipake pas mau tidur pagi lgsg menstruasi nya keluar banyak. maksih yaaaa obatnya mujarab,positif
"mantap. Sekali, di jamain lancar banget haidnya",positif
bener2 ampuh banget 3 hari langsung dapet haid setelah 5 bulan ga dapet2 haid,positif
udh abis tpi blom dpet haid juga,negatif
tidak ada perubahan( gak manjur).,negatif
gada perkembangan nya. obat nya hampir habis tp belum datang jg bulannya.,negatif
saya telat datang bulan 2 bulan saya minum obat ini 3 x lngsung haid mantap betul,positif
saya udh minum ok gah ada reaksisi apa pun .padahal obat nya udh mau abis.,negatif
udh mau habis tgal 1x minum gk ada reaksi sma sekli,negatif
ampuh..baru minum 2x langsung haid..,positif
"g ad reaksi nya,g haid jg smpe hbs obatnya blm haid jg",negatif
baguss kok gak kewa,positif
manjur banget.makasih,positif
luar biasa manjur ......,positif
Mantap sekali jamu maduranya 2hari minum langsung Haid keluar .. Thanks,positif
sangat puas baru minum 2kapsul langsung haid makasih lazada semoga amanah,positif
minum rutin 4 hari langsung ada hasilnya obat bagus 👍🏾,positif
"mantap 4 kli minum udh haid,,,,,,makasih yah",positif
"2 hari langsung kluar ka, oke banget obat nya 👌😆😆😆",positif
obat nya udah abis tpi gk ada reaksi nya...,negatif
"mantapp👍👍, baru minum 3 kali udah lancar",positif
jamunya bagus banget,positif
Alhamdulillah siang datang paketanku... lngsung minum 8..... Alhamdulillah sore .sudah haid,positif
Gada khasiatnya dah abis sebungkus di konsumsi tiap harii,negatif
"sebelum minum obat ini keluar darah datang bulan sedikit sedikit pas mimum obat ini 3× langsung keluar darah banyak banget mantaaap sangat puas, tapi ko ada efek samping nya ya bikin lemes dan sakit.",positif
Kirain saya bisa ngegugurin kandungan tapi ternyata tidak..,negatif
Jamunya udah habis tp belum ada reaksi😢,negatif
Padahal kapsulnya 4 lagi tpi belom mens😢😭,negatif
katanya buat ngelancarin haid tapi bohong sih mba jangan suka bohong mba dosa,negatif
"saya dah 2 x pemesanan,tp g ada reaksi nya,,,,",negatif
asli obat mujarab bngt masa minum 4pil jam 3 sore td pas skrg lngsng mens thxx yaa,positif
"gak ada ada reaksi 😔, sudah habis 2 box saya",negatif
"aku dah minum ke 2 bungkus,ko blom mens ya? padahal aku dah beli 3 bungkus...gimana ya?",negatif
"Jamu benar2 mujarab,",positif
matep dua hari minum langsung haid,positif
"brang udh nyampek dgn baik.
 mksih lasada.",positif
"alhamdulilah baru minum beberapa hari langsung haid, padahal obat nya masih banyak kemasannya bagus n rapi kurir nya baik n ramah terima kasih lazada",positif
"sudah dikonsumsi 3 kali,tapi blom mens…",negatif
uda ku minum 3 kali tapi bkm dapat2,negatif
"baru sempet kasih ulasan 5 bintang dah pokonya baguss walaupun sempet dikira ga mempan karena sampe obat habis ga haid, eh setelah 2 hari obat habis Alhamdulillah haid juga, padahal udah telat 2 minggu",positif
kecewa blm ada hasil nya blm ada reaksinya,negatif
pesanan dah sampai.tapi knp udah minum tetap ga mens ya,negatif
kok blm datang bln ya padahal dah mau habis,negatif
obat nya manjur... udh abis smua d minum baru keluar haid nya,positif
"gk ada efek nya.., sudah habis 2 bungkis padahal :(",negatif
jamunya udah habis tapi ga ada reaksi apa2,negatif
udh diminum sesuai aturan.tpi ga ada hasilnya,negatif
Tidak ada hasil nya pdhl Uda minum 2hari,negatif
obat nya ampuh bgt TOP BANGET...,positif
Paket nya udah sampai kak tpi ko gk ada reaksi yaa,negatif
bagus. untuk terlambat haid..terbukti khasiatnya,positif
trima kasih udh dtng paket nya... semoga bener2 mujarab,positif
udh abis tp blm ada reaksi ya,negatif
blom ada respon nya buat saya😰,negatif
barang dah hbs tp lom haid ng😔,negatif
"Baru kasih ulasan , udh di pake 3 hari kirain gak manjur rupanya paginya aku haid , karna udh 3 minggu aku gak haid . Tengkyuuu",positif
ga ngaruh sama sekalii udh hampir habis ga kluar2 tuh haid,negatif
kok belum datang bulan juga sih kak obta nya padahla dah di minum,negatif
"Obat manjur baru minum 3x langsung keluar, makasih seller",positif
"gak da reaksi sama sekali ,jancok",negatif
"jamumyanudah datng,tpi sampe sekarang blum haid jga,hee,,,,",negatif
aku udah habis dua paket tapi belum dapet haid juga 😢,negatif
cuman bikin sakit perut kurang mujarab,negatif
aku ko dah abis dua bungkus blom kluar haid juga yach..?,negatif
nggak ngaruh...😡😡😡😡😡😡😡,negatif
alhamdulilah akhirny dtg bln jg mksh jg selerny ats aturan sebelum dtg bln seminggu suruh mnum aq ikutin aja aturany sukses trs 😘😘,positif
"aku minum habis sampai sekarang blm juga datang bulan 😥, tidak manjur",negatif
"obat dah abis tapi masih belum haid juga🤦
 ga tau emng ga cocok diaku
 atau emng obatnya gak berfungsi☹️🙏",negatif
SUDAH TERBUKTI!!! Bukan rekayasa semata. terima kasih gan atas kwalitas produknya... saya sudah 2x order pengiriman cepat dan privasi terjaga.,positif
"tgl 9 Mar malam saya mulai minum rutin 4 kapsul pagi dan 4 kasul malam, dan tanggal 11 Mar malam saya dapat mens.
 
 recommended product👌",positif
"udah minum yng ke 2 bungkus tapi kok gak ada hasilnya,,",negatif
"Barang datang hr kamis sore jam 3,lgsung aja ak minum 4kapsul..Dan alhamdulillah jumat jm 1siang dpt mens deh 😊manjur bangt ini jamu, recomended banget 👍👍👍",positif
"Baru 1 hari minum 8 kapsul langsung mens 😚 bnr"" mujarab ampuh kak baru nemu obat seampuh ini ❤ biasanya aku pake obat yg lain pelancar hed ga ampuh"" tapi ini mh 1 hari doang udh ampuh good mksh lazada dan seller❤",positif
"maaf baru kasih ulasan, pas dtg lsg saya minum sesuai aturan dan hari k 2 lsg keluar nya siang, lalu saya terusin minum obat badan terasa enak dkit pinggang pun hilang mantap pkonya👍",positif
"mujabrab banget jamunya, sip pokoknya",positif
obat nya udah sisa 4 tapi blm juga dapet2.. 😦😦😦😦,negatif
"bener"" manjur baru minum sekali langsung dapet",positif
Jamunya mantul.. malam minum pagi minum baru 2 kali minum siangnya langsung haid padahal udah telat 2 Minggu.,positif
barang nya sdh dtg aku sdh minum 2 hari tpi blm ada hasilnya,negatif
jamunya sangà manjur diminum tiga kali langsung keluar datang buĺanya top banget jamunya,positif
mantappp udh talat 2 minggu mnum dngn tratur bgitu abis langsung keluar👍👍pokokke mantul dweh,positif
"Mantuul,telat satu bulan akhirnya haid juga setelah minum obtnys rutin sampe abis",positif
Mujarap jamu ya baru minum malam.. Siang nya langsung dapet.. Maksih sis..,positif
Kecewa.... Masa udh mau abiss nggk haid² jga.. Sya mh udh ngarep ajh minum itu lngsung haid.. Ehh nyatanyhh blum haid² jga udh mau abis lgi... Kcewa bnerr,negatif
"udh d minum abs, tp g ad hslnya, ttp bgni, blm dpt jg",negatif
manjur ...2 bln gk teratur ..hbis sebungkus lgsung haid..👍🏼,positif
"bagus baru abis 1 kotak udh dpt haid .
 udah telat 23 hari",positif
Sudah habis tapi gakada reaksi apa apa,negatif
"udah 5bulan ga haid, 8x minum langsung haid",positif
sangat memuaskan jamunya,positif
haid jadi lancar sma ga sakit menurut aku prduk ini cocok di aku,positif
"terima kasi, jamunya manjur",positif
maaf bru ngsih ulasan soalbya mau liat hasiatnya tp mantap telat 2bln cmn habis 1 dus lngs dapet menstruasi alhmdulilahh yes sisa 2 dus lgi nih,positif
alhamdulillah cocok bisa minum terus keluar 👍👍👍👍,positif
jamu ini mujarab banget.....baru satu kali minum obat langsung Dateng bulan ....kalo tau dari dulu udah saya beli saya tiap bulan ngga lancar,positif
kemarin siang baru sampe barangnya eh malam dipake pas mau tidur pagi lgsg menstruasi nya keluar banyak. maksih yaaaa obatnya mujarab,positif
bener2 ampuh banget 3 hari langsung dapet haid setelah 5 bulan ga dapet2 haid,positif
udh abis tpi blom dpet haid juga,negatif
gada perkembangan nya. obat nya hampir habis tp belum datang jg bulannya.,negatif
saya udh minum ok gah ada rekyasi apa pun .padahal obat nya udh mau abis.,negatif
udh mau hbis tgal 1x minum gk ada reaksi sma sekli,negatif
ampuh..baru minum 2x langsung haid..mantap,positif
"gak ada reaksi nya,gak haid juga sampe habis obatnya belum haid juga",negatif
baguss kok gak kecewa pokoknya di jamin cocok,positif
manjur banget.makasih,positif
jamunya mantab baru minum satu pil udh langsung ngefek gitu. . telat dapet udah seminggu badan rsany gak enak.. lega akhirnya. .,positif
"jamunya oke banget, cocok untuk saya",positif
luar biasa manjur ...... Jamunya sip,positif
Mantap sekali jamu maduranya 2hari minum langsung Haid keluar .. Thanks,positif
sangat puas baru minum 2kapsul langsung haid,positif
minum ruting 4 hari langsung ada hasilnya obat bagus 👍🏾,positif
"mantap 4 kli minum udh haid,,,,,makasih yah",positif
"2 hari langsung kluar ka, oke banget obat nya 👌😆😆😆",positif
obat nya udah abis tpi gk ada reaksi nya...,negatif
jamunya bagus banget untuk melancarkan haid,positif
Alhamdulillah siang datang paketanku... lngsung minum 8..... Alhamdulillah sore .sudah haid,positif
gak ada khasiatnya dah abis sebungkus di konsumsi tiap harii,negatif
sebelum minum obat ini keluar darah datang bulan sedikit sedikit pas mimum obat ini 3× langsung keluar darah banyak banget mantaaap sangat puas,positif
Jamunya udah habis tp belum ada reaksi😢,negatif
"manjur mantap 👍 jamunya, top",positif
"jamunya oke banget, haid jadi lancar banget",positif
"paketnya sudah sampai terimakasih, jamunya gokil banget, saya telat datang bulan, langsung lancar",positif
Padahal kapsulnya 4 lagi tpi belom mens😢😭,negatif
katanya buat ngelancarin haid tapi bohong sih mba jngn suka bhng mba dosa,negatif
bisa cepet haid. Ok jamunya,positif
"barang udah sampe, bner"" di privasiin, untuk jamunya bener2 top banget",positif
"maaf baru kasih ulasan, seneng packing rapi dan privasi dan jamunya cocok 😍suka banget🙏kurirnya juga sopan🙏thx",positif
Tidak ada perubahan nya malah mules,negatif
"saya dah 2 x pemesanan,tp g ada reaksi nya,,,,",negatif
asli obat mujarab bngt masa minum 4pil jam 3 sore td pas skrg lngsng mens thxx yaa,positif
"Jamu benar2 mujarab,",positif
matep dua hari minum langsung haid,positif
uda ku minum 3 kali tapi belum dapat2,negatif
"setelah 2 hari obat habis Alhamdulillah haid juga, padahal udah telat 2 minggu",positif
kecewa blm ada hasil nya blm ada reaksinya,negatif
obat nya manjur... udh abis smua d kinum baru keluar haid nya,positif
jamunya udah habis tapi ga ada reaksi apa2,negatif
udah diminum sesuai aturan.tpi ga ada hasilnya,negatif
ga ngaruh sama sekalii udh hampir habis ga kluar2 tuh hed,negatif
mantap ni jamu langsung keluar telat 3 bulan. aman deh gua wk,positif
"gak ngefek jamunya, jamu apaan ini",negatif
"Obat manjur baru minum 3x langsung keluar, makasih seller",positif
"gak da reaksi sm sekali ,parah banget",negatif
cuman bikin sakit perut kurang mujarap,negatif
kak saya sudah minum 3x tapi belum haid..terus mual...,negatif
Makasih lazada baru 2xminum malam&pagi malam nya keluar,positif
top cer 8 kapsul dengan dua kali pemakaian langsung keluar,positif
Saya sudah habis 1 pack namun blm haid juga.,negatif
bagus jamunya minum 3x sehari 8 kapsul bsokannya haid padahal udah 2 bulan ga haid² thx jamunya the best udah dapet haid jadi lega,positif
nggak ada hasilnya 😢😢😢,negatif
tetep gada hasilnya meskipun minum jamu ini itu,negatif
Terbukti pas habis 2 paket,positif
bener*manjur baru minum 1x lngsng datang bulan 😊😊,positif
manjur banget begitu habis 1 bungkus langsung dpet,positif
"gak ada reaksi apa apa,,,sampai obatnya habis jga...",negatif
udh minum smpe habis tetep gak ada hasilnya,negatif
produk bagus baru 2x minum langsung lancar kak haidnya,positif
jamunya udh datg kurirnya juga udh langganan mksh lazada jamunya manjur,positif
manjur bgt telat sebulan di testpack negative pas minum bru 2hr lngsung kluar haidnya.. mksh,positif
udh minum obat nya udah mau abis lgi,negatif
"udah minum 3 x belum dapet"",",negatif
Makasi jamu mujarab nya udh sampe .bangkuril nya ramah.tapi saya mau taya cara minum nya .sekali minum 4 kapsul apa dua kapsul mkch .,positif
"mba,kok setelah saya mnum obat itu agak pngen mual2",negatif
sudah habis obat nya tpi kok gak mens2 juga ya,negatif
Ini gimana sih obat nya udah habis ko belum men juga,negatif
udah 4kali minum ko ga ada reaksi apa2,negatif
"Sumpahhhh gk boong ini jamu emg mujarab bgt, aku telat haid 3 bulan abis satu kemasan langsung kluar bnyak bgt,😍😍😍😍",positif
blm ada hasil si padahal tinggal 4 kapsul:'(,negatif
Kurang bagus gak ada reaksi nya sama sekali Padahal dah minum sampai habis,negatif
udh abis 1 bln haid2 mules2 yg ada,negatif
"Barang udah nyampe dan Alhamdulillah minum Jamu ini 3 hari kluar jg Mens nya,Trimakasih bwt Seller nya,sangat memBantu...",positif
"Gk beraksi,,,, padahal jamunya dah habis,, tespack negatif, ada apa denganku🙃",negatif
"alhamdulillah dah keluar, mantap banget jamunya😁",positif
saya minum nie blm ada perubahan 😢 padahal kapsul nya tnggal 2x mnm lg 🤔🤔,negatif
udah habis satu dus tpi ko gk haid juga,negatif
"Alhamdulillah , manjur ... Baru 1x minum nya langsung haid ....",positif
jamu nya gak ngaruh apa apa,negatif
"jamunya oke mantap, oke pokoknya",positif
Gk ada efek nya sama sekali sih padahal baru telat 1mnggu,negatif
obat udah abis tapi gak keluar juga 😒,negatif
Ga ada kasiat nya sama sekali,negatif
minum dalam waktu 1 Minggu aku langsung datang bulan Good lah,positif
udah di minum habis tapi ga ada hasilnya,negatif
Manjur banget ga nyesel deh,positif
"🙏saya sudah minum, tapi cuma ngefek2 apa apa, sedih rasanya",negatif
jamu nya manjur hbs 1 bungkus 2 hari kemudian mens,positif
"jamu nya berkhasiat ..
 next order lagi, terim kasih",positif
"Baru 2x minum, Malem sama pagi. bemmafaat",positif
"tidak Ada reaksi jamunya, sudah habis 1 bungkus",negatif
kemarin Baru Aja datang ak minum 4 trus pagi tadi aku 4 lagi eh sore ini aku haid... padahal aku gabisa mens selama 4 th krn KB suntik 3 bln Dan suntik terahir bln desember kmrn skrg bru bisa haid aduh senangnyaaa dehh produk ini.. kurirnya jg ganteng hehe🖤🖤,positif
"gak ada hasilnya, padahal jamunya udah mau habis",negatif
baru 2 hari mnum udah kaluar haidnya...makasih banget lazada,positif
baru kasih ulasan karna di minum obatnya dlu ampe abis...ternyata ga ngaruh sama sekali ga ada reaksi apa2,negatif
khasiatnya mantul banget,positif
udah minum 12 kapsul tp belum haid juga 😌 bulan kemarin haid sampe 2x bln ini belum udh 2minggu 😌,negatif
"gak ada reaksinya, sedih banget",negatif
obat udah habis tapi aku blm haid,negatif
baru minum 2x kok enggak ada tanda tanda hed sama sekali padahal saya telat 1bulan,negatif
jamu mujarab ny dah sampe.hamdulilah say skrang Dateng bulan setelah 2buln TDK haid. Makasi,positif
"Maaf baru kasih ulasan .. bener"" ampuh sabtu sore minum 4 malam nya langsung keluar .. terima kasih 🙏",positif
alhmdulillah paketnya udah dtang sya bli yg ke 2 x nya alhmdulillah ccok....,positif
ga ada reaksi udh minum sampe habis,negatif
"obat nya mantul baru minum sekali langsung haid, good pokoknya",positif
reaksi obat terbukti kaka 3hari stelah minum obat langsung heid,positif
"top markotop,, manjur sekali ini jamu..minum 4 kapsul..langsung besoknya M...maksh ya ...jaga privasi lagi..",positif
makasih kazada emmg jamu nie emmg top dan mksh kullier nya,positif
sayah pesen udh 2x blm kluar jga...gk ada epek mnum obat ini buang air kecil trus,negatif
"mantul,,,,,,alhamdulilah minum 3 x,,,,langsung haid,,,,,,makasih LAZADA",positif
baru di mnm 2x tapi manjur banget,positif
baru minum 8 butir besok nya lamgsung haid . gila keren bgt !!,positif
udah abis tapi belum manjur obatnyaa,negatif
"alhamdulillah ini ga pernah ngecewain,, maaf bru ksih ulasan.. tpi ini mantap banget mujarab.. smoga laku trus ya",positif
sdh hmpir 1 pack tdk ada tnda2 haid😓,negatif
obatnya habis tapi haid belum datang juga,negatif
ga guna sama sekali mengecewakan !! saya udah hampir habis obat nya ga Dateng Bulan SAMA sekali!,negatif
"Pket dah dteng dah habis malah cm blm ada reaksi apa "" kecewa",negatif
"Obatnya udah abiss, tapi ko belum mens"" juga yaa?, kecewa rasanya",negatif
"Gak ada hasil apa2, jamunya sudah saya minum sesuai aturan tapi tetap saja ga ngefek",negatif
udah berapa kali minum ga keluar2,negatif
obatnya gak ada reaksi nya,negatif
rasanya kecewa karena sudah diminum sampai habis tp kok ga ada pengaruhnya ya tetep ga dpt haid.,negatif
udh mau habis gak ada hasilnya menstruasi,negatif
alhamdulilah baru 1 hari make langsung Haid❤️Manjurr bgt,positif
baru minum 2x dlm sehari kok blm ada perubahan..,negatif
"baru coba tapi udah manjur, pokoknya mantap banget, rekomendasi banget jamunya",positif
"baru kemaren datang dan minum jamunya udah haid aja, makasi ya",positif
bener bener mujarab jamunya,positif
"terimakasih yaallah berkat minum jamu ini aku langsung haid pdhl udah bbrpa bulan aku tidak haid, terimakasih🙏",positif
baguss sangat ampuh obat nya makasih,positif
"manjur mantap 👍, jamu pelunturnya oke banget",positif
jamunya manjur banget 💕,positif
Sudah diminum 3 kali ini tapi tetap saja tidak datang bulan .,negatif
Tidak ada tanda2 luntur nya,negatif
udah satu bungkus gk ngaruh apa apa 😁,negatif
baru kasih ulasan😊mujarab bgt suka🥰,positif
"Alhamdulillah obatnya cocok, baru minum 1x d malam hari, paginya langsung haid",positif
"sedih, obat nya sdh abis tp blm ad reaksi ny …",negatif
sufah 2hari minum tapi tetap aja tidak ada hasil nya 😢,negatif
bagus....baru minum surah keluar haidnya.trimaksih lazada,positif
"maaf baru ngasih ulasann..karna mau liat hasil ya dan hasill ya memuaskan bru minum 8 biji langsung keluar had y😂..
 poko y mantappp",positif
Tidak ada reaksi jamunya,negatif
"serius, jamunya manjur banget, cocok banget untuk saya yang sering telat datang bulan",positif
"Jamu nya habis, ko blm keluar mens nya, kecewa bange",negatif
mantab banged.. lgsung topcer padhl telad 1bulan stlah mnum 4 hari berhasil,positif
udh abis obatnya tapi ttp aja g dapet2,negatif
obat nya sudah habis tpi blom jga haid.padahal minum nya teratur,negatif
"udh hbis 1 pack, tpi ttep ajah ga' haid",negatif
Sudah minum 1dus habis tidak ada reaksi nya,negatif
udh paket yg kedua blm juga dpt mens & saya coba lagi utk pesanan ke-3 karena udh masuk 2 bln saya gk dpt mens,negatif
mujarab gaes...siiip daaahh,positif
maaf ya baru kasi ulasan tidak sesuai yang di ucapkan obatnya sudah habis tapi belum dapet bulan juga kecawaa,negatif
saya sudah habis 1 bungkus tapi blm haid.. Sedih,negatif
alhamdulillah minum 3hari langsung dapat,positif
"Paket sudah diterima, Efek sangat manjur 
 Mnum 4x langsung kluar.. Rekomen bngt, cuma pengirimannya yg lama",positif
"Bikin mual jamuya, bikin sakit perut",negatif
"saya sudah minum hampir habis sisa 4 butir,, tp smp skrg blm ada tanda² haid,, sedih banget",negatif
udah minum 3x 12kapsul belum kunjung haid sampe sekarang,negatif
"tidak ada efek sama sekal.. mau coba 1x lagi semoga kali ini bener"" mujarab.",negatif
tidak ad reaksi..sudah diminum beberap kali..,negatif
"mantul banget jamunya 😁, oke banget",positif
"pesan dri tgl 25 feb nyampe 3 maret, lama bangeett udh 3x minum blm ada reaksi apa² ni.",negatif
sekali minum langsung haid..,positif
Obatnya udah abis tapi ada respek apapun,negatif
Mantap👍malam minum paginya langsung keluar...top bgt deh,positif
Jamunya udah tggl 1 x minum lagi tpi aku blom juga dapatt gmn ini.....kecewa,negatif
sudah habis jamunya gak menstruasi juga.,negatif
manjur mantap jamunya bener bener oke banget,positif
Baru minum 4x langsung halangan😊manjurr bnget😘😘,positif
baru minum 2 kali langsung mens,positif
udah hbs 6 kapsul tapii gak ada efek nya ya aku masih blm dapat2 jgaa 😔😔😔,negatif
Ternyata bener minum 3x aku langsung dpt haid..,positif
Sudah sampe packing rapih...baru 2x minum belu ada hasil...semoga haidku lancar,negatif
sudah di minum 3 kapsul tapi belum ada hasil,negatif
cocok untuk saya yang sering telat datang bulang bisa langsung haid.,positif
"terimakasih, reaponsnya cepat. Jamunya manjur banget",positif
"Terima Kasih Tokped, jamunya manjur",positif
"Sudah berlangganan belanja disini, pokoknya oke jamunya",positif
"Alhamdulillah cocok di aku, siklus haid yg ga teratur dan suka telat (tanggal haid jadi mundur jauh) bisa jadi tepat waktu. Dapet bonus juga...",positif
Respon cepet .recomended seller. Jamunya sangat mujarab,positif
Jamu e mantap abis 2 pak langsung bocor,positif
"Manjur, dan langsung haid",positif
serius jamunya bener bener manjur banget,positif
minum 2 kali besoknya langsung top cer,positif
